slno,id,ward,wodetails,contractor,brnumber,amount,nett,deduction
3328,544694,146,146-20-000027</a>Construction of RCC Box drain at Nanjappa Layout in ward no 146 Lakkasandra,SREEDHARA.K.C[phone removed],BR - 000108 / 21-Sep-2022CBR - / Rtgs - 003354 / 09-Jul-2025,2997754,2713590,284164
3329,556676,167,167-21-000031</a>Providing GYM equipment to Vajradehi gym yediyur complex and improvement to roads at 27th A cross to S. Kariyappa road to 2nd D main and KS colony 2nd cross balance portion in ward no 167,SATISH R[phone removed],BR - 000071 / 30-Nov-2022CBR - / Rtgs - 003355 / 09-Jul-2025,3640732,3243587,397145
3330,559345,176,176-20-000024</a>Construction and Improvements works to Samudayabahavana Near Anjaneya Temple in EWS Colony BTM Layout in ward No 176 ,SREEDHARA.K.C[phone removed],BR - 000138 / 21-Dec-2022CBR - / Rtgs - 003356 / 09-Jul-2025,7793598,7252826,540772
3331,559822,152,"152-17-000014</a>Counstruction and Improvement of drain,culverts and roads at Balaji Nagar, Bharati Layout, Bhavani Layout, Venkateshwara Layout and surroundings area in Ward No:152",SREEDHARA.K.C[phone removed],BR - 000139 / 21-Dec-2022CBR - / Rtgs - 003357 / 09-Jul-2025,3493845,3113822,380023
3332,563435,154,"154-22-000008</a> Maintenance and Repairs of Hospitals, Maternity Homes, Dispensary & Doctors Qtrs/ Clinical Laboratories in Basavangudi Constituency",000250 LOKESH R[phone removed],BR - 000081 / 06-Jan-2023CBR - / Rtgs - 003358 / 09-Jul-2025,1720000,1605448,114552
3333,576253,39,039-18-000036</a>Improvements of roads and drains at Nelagadaranahalli in ward no 39 Chokkasandra PIA Sub Division,023106 UMESHA H C[phone removed],BR - 000136 / 18-Mar-2023CBR - / Rtgs - 000542 / 10-Jul-2025,1923096,1810532,112564
3334,560026,41,041-20-000027</a>De-silting and Re-setting of drain in PIA and surrounding arrea in ward no 41 PIA Sub Division.,023106 UMESHA H C[phone removed],BR - 000114 / 23-Dec-2022CBR - / Rtgs - 000543 / 10-Jul-2025,1023076,967842,55234
3335,594537,14,014-20-000093</a>Development of park and Construction of watchman room at Sidedahalli Govt School park in Dasarahalli Zone ward no 14,024360 NAGARAJ HOSUR [phone removed],BR - 000002 / 28-Jul-2023CBR - / Rtgs - 000544 / 10-Jul-2025,6857108,6558074,299034
3336,539366,192,"192-19-000198</a>Improvements to roads and drains at BTM Residency in Ward No.192, Begur",N.K.MOHAN MURALI[phone removed],BR - 000068 / 22-Aug-2022CBR - / Rtgs - 001768 / 10-Jul-2025,9847000,8699458,1147542
3337,539376,195,195-21-000004</a>improvements roads and drains at ward no 195 Konanakunte,N.K.MOHAN MURALI[phone removed],BR - 000067 / 22-Aug-2022CBR - / Rtgs - 001769 / 10-Jul-2025,9812200,9276972,535228
3338,723565,184,"184-22-000012</a>Annual Operation and Maintenance of street lighting system in ward no-184,(Uttarahalli North side)Package B3A of Bommanahalli zone.",BANASHANKARI ELECTRI[phone removed],BR - 000047 / 21-May-2025CBR - / Rtgs - 001771 / 10-Jul-2025,693979,641424,52555
3339,723569,174,"174-22-000006</a>Annual Operation and Maintenance of street lighting system in HSR layout Sector-1, sector-4, sector-6, Agara, Ibbaluru and associted area of ward no ward no-174, Package B1A of Bommanahalli zone.",014682 SRI KRISHNA ELECTRIC[phone removed],BR - 000048 / 21-May-2025CBR - / Rtgs - 001772 / 10-Jul-2025,616535,568142,48393
3340,724584,174,174-22-000004</a>Annual Operation and Maintenance of street lighting system of ORR(Central silk Board to Ibbalur ) in ward No-174 Package B17 of Bommanahalli zone.,026778 B M R ELECTRICALS[phone removed],BR - 000051 / 21-May-2025CBR - / Rtgs - 001773 / 10-Jul-2025,198492,182006,16486
3341,723573,175,"175-22-000003</a>Annual Operation and Maintenance of street lighting system in ward no-175, Package B2 of Bommanahalli zone.",022576 LAKSHMIKANTHAELECTRI[phone removed],BR - 000049 / 21-May-2025CBR - / Rtgs - 001774 / 10-Jul-2025,211284,194459,16825
3342,723574,175,"175-22-000003</a>Annual Operation and Maintenance of street lighting system in ward no-175, Package B2 of Bommanahalli zone.",022576 LAKSHMIKANTHAELECTRI[phone removed],BR - 000050 / 21-May-2025CBR - / Rtgs - 001775 / 10-Jul-2025,426568,394482,32086
3343,583621,193,"193-22-000005</a>MAINTENANCE AND REPAIRS TO ROADS AND FOOTPATHS IN WARD NO : 193, ARAKERE.",000085 G SATISH[phone removed],BR - 000017 / 30-May-2023CBR - / Rtgs - 001808 / 10-Jul-2025,1660712,1577230,83482
3344,583648,193,193-22-000003</a>Improvements drain and roads missing slabs and allied works in Ward No. 193 Arakere,034565 NAGARAJA N[phone removed],BR - 000016 / 29-May-2023CBR - / Rtgs - 001809 / 10-Jul-2025,1702260,1568662,133598
3345,664353,160,"160-23-000004</a>Providing PMC services including Supervision, Quality control for the Comprehensive development of roads & Drains in ward 160 package 5, 6, 7 & 8 in RR Nagara Constituency",023038 CIVIL QUALITY CONSUL[phone removed],BR - 000003 / 26-Jun-2024CBR - / Rtgs - 001860 / 10-Jul-2025,1031500,928350,103150
3346,664365,160,"160-23-000007</a>Providing PMC services including Supervision, Quality control for the Comprehensive development of roads & Drains in ward 160 package 1,2,3 & 4 in RR Nagara Constituency",023038 CIVIL QUALITY CONSUL[phone removed],BR - 000004 / 26-Jun-2024CBR - / Rtgs - 001861 / 10-Jul-2025,1740550,1566495,174055
3347,664331,160,"160-23-000001</a>Providing PMC services including Supervision, Quality control for the Comprehensive development of roads & Drains in ward 160, 17, 73, 129 & 69 package 9, 10, 11 & 12 in RR Nagara Constituency",022348 SAPIENCE CONSULTANTS[phone removed],BR - 000002 / 26-Jun-2024CBR - / Rtgs - 001862 / 10-Jul-2025,2463000,2216700,246300
3348,663088,159,159-23-000001</a>Improvements of Roads and Drains in Kengeri and Surrounding area in Ward No-159 Kengeri,031685 GANAPATHISTONECRUSHE[phone removed],BR - 000021 / 28-Jun-2024CBR - / Rtgs - 001863 / 10-Jul-2025,38249993,36596500,1653493
3349,665406,17,"017-23-000001</a>Providing PMC services including Supervision, Quality control for the Comprehensive development of roads & Drains in ward 69, 16, 17 & 37 package 13, 14 & 15 in RR Nagara Constituency",022348 SAPIENCE CONSULTANTS[phone removed],BR - 000005 / 01-Jul-2024CBR - / Rtgs - 001864 / 10-Jul-2025,521100,468990,52110
3350,669860,160,"160-23-000002</a>Comprehensive Development of Roads & Drains in Gurudatta, Ideal home, BEML 5th Stage, Kenchanahalli, Shivanna Layout, Durga Parameshwari Temple, Manipal hospital and Surrounding areas in W No.160 under PACKAGE- 2022-23 RRN-DIV-(08)",ASHPRA INFRA ENGINEE[phone removed],BR - 000049 / 25-Jul-2024CBR - / Rtgs - 001865 / 10-Jul-2025,1844276,1734768,109508
3351,648464,9,009-23-000002</a>Consultancy Services for Project Management Consultancy for the Work of PACKAGE NO 04 CONSISTS OF 3 WORKS,023228 TRANSHEIGHTCONSULTAN[phone removed],BR - 000013 / 31-May-2024CBR - / Rtgs - 001873 / 10-Jul-2025,895000,716000,179000
3352,661850,84,084-23-000003</a>Comprensive development of Roads drains and Other Civil Improvement Works in Ward No.84 under Manya Mukhya Manthrigala Amurth Nagarothana Yojane in Mahadevapura Constituency Package No. Amruth MDP-03 GO Sl no: 21 to 45. 25 Works,VENKATACHALAPATHIM[phone removed],BR - 000040 / 12-Jun-2024CBR - / Rtgs - 002038 / 10-Jul-2025,50304313,43356348,6947965
3353,662918,25,025-23-000004</a>Construction of drain Restoration and Resurfacing to Cauvery water supply and U.G.D. Pipeline Laying Roads and Drains and Improvements to Roads and Drains at Different Layouts and surrounding area roads of Horamavu Ward No-25 and Ramamurthynagara in Ward No.26 Consisting of 2 Works Package-4 GO Sl.No 8 and 9 1 Kothnur Gym Road uttanallappa Layout and K.R.C Road Doddagubbi Main Road and Cross Roads Vaibhava Layout Shetty Layout Patel Ramareddy Layout and Kyalasanahalli Village Extension Balance Roads and BDS Nagara Surrounding area Balance roads 2 Akshyanagara 1st Block and 2nd Block P and T Layout Kowdenahalli roads and Surrounding area Balance roads,024000 M S V CONSTRUCTIONS [phone removed],BR - 000029 / 16-Jun-2024CBR - / Rtgs - 002039 / 10-Jul-2025,155483314,137174234,18309080
3354,673495,84,"084-23-000002</a>Comprehensive Development of Roads and drains and Footpaths Works in Ward no.84 Hagaduru and Ward no.149 Varthur of BBMP Mahadevapura Constituency, Manya Mukhya Manthrigala Nava-Nagarothana Yojane Annexure-09 Works Sl no.37 to 63 (27 works –Package-24)",SRI SAI CONSTRUCTION[phone removed],BR - 000103 / 13-Aug-2024CBR - / Rtgs - 002040 / 10-Jul-2025,6935849,6472849,463000
3355,579199,35,035-22-000004</a>Repairs & Maintainence of Borewell in ward 35 Aramanenagara,023613 C DEVARAJU[phone removed],BR - 000005 / 25-Apr-2023CBR - / Rtgs - 003056 / 10-Jul-2025,219520,193934,25586
3356,582788,45,045-22-000004</a>Repairs & Maintainence of Borewellin ward no.45,022690 LIHARIKA CONSTRUCTIO[phone removed],BR - 000028 / 27-Jun-2023CBR - / Rtgs - 003057 / 10-Jul-2025,865171,818499,46672
3357,627862,76,076-22-000003</a>Borewell Repairs & Maintenance in ward no76 Gayathrinagara ,023618 C JAYAKUMAAR[phone removed],BR - 000094 / 30-Dec-2023CBR - / Rtgs - 003058 / 10-Jul-2025,521824,487392,34432
3358,651537,105,"105-22-000009</a>Drilling of Borewell, Pipeline and Other Allied works in Ward No. 105 & 106.",022679 LOKESHA L [phone removed],BR - 000002 / 19-Apr-2024CBR - / Rtgs - 003059 / 10-Jul-2025,4297699,3930760,366939
3359,582637,137,137-22-000003</a>Improvements to drains and Resurfacing the damaged CC Roads in V S Garden and Surrounding area in Ward No 137 Rayapuram,000159 JAYARAJ .[phone removed],BR - 000014 / 30-May-2023CBR - / Rtgs - 003060 / 10-Jul-2025,1701604,1632131,69473
3360,673766,169,169-20-000101</a>Construction of Multipurpose building in byrasandra in ward No-169 byrasandra( Old Annuxer-2 ) New Sl No 15,023105 AWIKA CONSTRUCTIONS[phone removed],BR - 000053 / 29-Aug-2024CBR - / Rtgs - 003359 / 10-Jul-2025,15778800,15202562,576238
3361,662954,162,"162-23-000004</a>Comprehensive Development to Parks in Basavanagudi Constituency, (Package-11)",023856 RAVINDRA G M [phone removed],BR - 000032 / 19-Jun-2024CBR - / Rtgs - 003360 / 10-Jul-2025,54815997,49134739,5681258
3362,594688,167,167-21-000002</a>Annual Electrical Maintenance of CCCameras in Yediyur Ward 167,022403 G SOLUTIONS[phone removed],BR - 000098 / 31-Jul-2023CBR - / Rtgs - 003361 / 10-Jul-2025,496335,447085,49250
3363,495217,155,155-20-000035</a>Providing security services to Musical fountain and lesser Show for jinke (deer) Park in ward no 155,KARES PEOPLESERVICES[phone removed],BR - 000142 / 28-Jan-2022CBR - / Rtgs - 003379 / 10-Jul-2025,562743,507099,55644
3364,521951,146,146-20-000032</a>Providing additional Grill works and other improvements to DWCC at Dairy Circle in ward no 146 Lakkasandra,SANTOSH KUMAR K[phone removed],BR - 000049 / 03-Jun-2022CBR - / Rtgs - 003380 / 10-Jul-2025,2707364,2331588,375776
3365,567561,167,"167-21-000038</a>Interior works, Electrical works and other Improvement works at Yediyur Samudaya Bhavana in ward no 167",SATISH R[phone removed],BR - 000090 / 04-Feb-2023CBR - / Rtgs - 003381 / 10-Jul-2025,16267500,15623930,643570
3366,567688,148,148-19-000015</a>Concreting to roads at Muneshwara Layout and surroundings areas in ward no 148 Ejipura,SREEDHARA.K.C[phone removed],BR - 000162 / 06-Feb-2023CBR - / Rtgs - 003382 / 10-Jul-2025,2968555,2796683,171872
3367,567695,173,173-19-000042</a>Repainting of old name boards and providing new name boards in ward no.173 Jakkasandra,SREEDHARA.K.C[phone removed],BR - 000163 / 06-Feb-2023CBR - / Rtgs - 003383 / 10-Jul-2025,3888091,3713336,174755
3368,484338,12,012-21-000002</a>Providing Project Management Consultancy Service For Proposed Construction of SWD U shape Drain at Abbigere Police Station to juice Factory in ward no 12,SHIPRAMACONSULTINGEN[phone removed],BR - 000145 / 13-Dec-2021CBR - / Rtgs - 000426 / 11-Jul-2025,900000,765000,135000
3369,664303,194,"194-23-000001</a>Improvements and development of Parks, Play grounds, roads, Footpath and Other allied works at Anjanapura sub division",000180 SAANVI EARTH MOVERS [phone removed],BR - 000024 / 01-Jul-2024CBR - / Rtgs - 001811 / 11-Jul-2025,83387614,78325540,5062074
3370,673427,159,159-23-000001</a>Improvements of Roads and Drains in Kengeri and Surrounding area in Ward No-159 Kengeri,031685 GANAPATHISTONECRUSHE[phone removed],BR - 000046 / 14-Aug-2024CBR - / Rtgs - 001866 / 11-Jul-2025,53650480,51331500,2318980
3371,673483,40,"040-23-000010</a>Improvements of Roads and Drains at D Group Layout, Kempegowda Nagara part, Gollarahatti and Nataka Chennappa Badavane and Surrounding area in Ward No-40 Doddabidarakallu",SRI MARUTHI CONSTRUCTIONS[phone removed],BR - 000044 / 13-Aug-2024CBR - / Rtgs - 001867 / 11-Jul-2025,1,1,0
3372,680217,72,"072-23-000008</a>Providing PMC Services including Supervision, Quality Control for the Improvements of Roads and Drains at Ward No-72 PMC Package-3 (2 Works) Yeshwanthapura Constituency",023038 CIVIL QUALITY CONSUL[phone removed],BR - 000055 / 21-Sep-2024CBR - / Rtgs - 001868 / 11-Jul-2025,1888600,1699740,188860
3373,680263,40,"040-23-000012</a>Providing PMC Services including Supervision, Quality Control for the Improvements of Roads and Drains at Ward No-40 & 72 PMC Package-2 (4 Works) Yeshwanthapura Constituency.",023038 CIVIL QUALITY CONSUL[phone removed],BR - 000057 / 21-Sep-2024CBR - / Rtgs - 001869 / 11-Jul-2025,954000,858600,95400
3374,679460,198,"198-23-000005</a>Providing PMC Services including Supervision, Quality Control for the Improvements of Raods and Drains at Ward 198 PMC Package-6 (2 Works) Yeshwanthapura Constituency",023038 CIVIL QUALITY CONSUL[phone removed],BR - 000056 / 21-Sep-2024CBR - / Rtgs - 001870 / 11-Jul-2025,397500,357750,39750
3375,680335,40,"040-23-000010</a>Providing PMC Services including Supervision, Quality Control for the Improvements of Raods and Drains at Ward 40 PMC Package-1 (2 Works) Yeshwanthapura Constituency",023038 CIVIL QUALITY CONSUL[phone removed],BR - 000058 / 23-Sep-2024CBR - / Rtgs - 001871 / 11-Jul-2025,1590000,1431000,159000
3376,551402,85,085-21-000009</a>Restoration to road cut portion by BWSSB at AECS Layout in Doddanekkundhi ward no 85,KARTHIK ENTERPRISES [phone removed],BR - 000174 / 07-Nov-2022CBR - / Rtgs - 002044 / 11-Jul-2025,9873308,8077068,1796240
3377,496563,82,082-18-000043</a>Improvements to road and drain of Ambedkar Nagara main road in Maheshwari Nagara in ward no 82,Mr ANJINAPPA [phone removed],BR - 000262 / 01-Feb-2022CBR - / Rtgs - 002045 / 11-Jul-2025,2695186,2119668,575518
3378,578444,86,086-21-000003</a>Improvements to roads and drains in Munneshwaa temple road beside om shakti apartment Yamaluru of Marathahalli ward no 86,MANJU K[phone removed],BR - 000285 / 30-Mar-2023CBR - / Rtgs - 002046 / 11-Jul-2025,1838359,1644859,193500
3379,496268,82,082-19-000017</a>Improvements to Roads and Drains at Maheswari nagara ward no 82,Mr ANJINAPPA [phone removed],BR - 000261 / 31-Jan-2022CBR - / Rtgs - 002048 / 11-Jul-2025,3807486,3041986,765500
3380,551568,54,054-20-000055</a>Improvements to Road and Drains at Ganesha temple surrounding area in Hoodi ward no.54,Mr ANJINAPPA [phone removed],BR - 000183 / 07-Nov-2022CBR - / Rtgs - 002051 / 11-Jul-2025,2717160,2176160,541000
3381,646939,63,063-20-000011</a>Comprehensive development of roads drains and fotpath in ward Roads in Shivaji Nagara Constituency Package 01Annex 02 Sl No 638,M S V CONSTRUCTIONS [phone removed],BR - 000073 / 18-Mar-2024CBR - / Rtgs - 002910 / 11-Jul-2025,135258600,115084330,20174270
3382,667546,58,"058-23-000004</a>Consultancy services for Project Management Consultant (PMC) for the work Comprehensive Development of Roads, Drains, Footpaths and Buildings in C.V. Raman Nagar, Assembly Constituency Ward No. 58 & 79 (Package-2)",023038 CIVIL QUALITY CONSUL[phone removed],BR - 000031 / 09-Jul-2024CBR - / Rtgs - 002913 / 11-Jul-2025,2500000,2000000,500000
3383,667576,88,"088-23-000003</a>Consultancy service of Project Management Consultant (PMC) for the Work of Comprehensive Development of Roads, Drains, Footpaths and Buildings in C.V. Raman Nagar, Assembly Constituency ward No. 80, 88 & 113 (Package-3)",023038 CIVIL QUALITY CONSUL[phone removed],BR - 000032 / 09-Jul-2024CBR - / Rtgs - 002914 / 11-Jul-2025,2900000,2320000,580000
3384,671673,57,"057-23-000004</a>Consultancy services for project management consultant (PMC) for the work of Comprehensive Development of Roads, Drains & Footpaths, parks and buildings in C.V. Raman Nagar, Assembly Constituency Ward No. 50 & 57 (Package-1)",018667 TEAM FOR YOU[phone removed],BR - 000062 / 07-Aug-2024CBR - / Rtgs - 002916 / 11-Jul-2025,2200000,1760000,440000
3385,671150,58,"058-20-000016</a>Consultancy services for Construction, Supervision, Project management and Quality control for the work of Compressive development of road and drain works sir. C.V.Raman Nagar Sub Division, Govt Order No: UDD 375 MNY 2018, Dated 20-09-2019, Annexure-2, Sl No: 1042, 1044, 1047 & 1048 Annexure-6, Sl No: 105.",005803 CIVIL EXPERTS CONSU[phone removed],BR - 000054 / 31-Jul-2024CBR - / Rtgs - 002919 / 11-Jul-2025,4000000,3320000,680000
3386,423621,78,078-19-000068</a>Improvements to Drain footpath and grill works at Moore road and surrounding area in ward no 78 Pulikeshinagara,HANUMANTHAIAH[phone removed],BR - 000004 / 05-May-2021CBR - / Rtgs - 002922 / 11-Jul-2025,9252547,8532626,719921
3387,586178,79,"079-23-000004</a>maintenance of Drain at Vulnerable Reaches and Construction of culvert at New Byapanahalli, Kadrinpalya and C-Colony at W-79",022826 SRIKANTHA K R[phone removed],BR - 000054 / 19-Jul-2023CBR - / Rtgs - 002923 / 11-Jul-2025,723577,696824,26753
3388,626522,24,024-20-000027</a>Maintenance of park at 3rd block 5th main beside BBMP office in ward no 24 HBR Layout,S M VARADARAJAPPA[phone removed],BR - 000063 / 21-Dec-2023CBR - / Rtgs - 002924 / 11-Jul-2025,1464060,1302230,161830
3389,582590,78,"078-23-000002</a>Flood Preventation & Improvements of works at Stephens Road & MDM Road Surrounding area in ward no 78, Pulikeshinagar",022711 VISHWANATH P[phone removed],BR - 000026 / 17-Jul-2023CBR - / Rtgs - 002925 / 11-Jul-2025,885047,813316,71731
3390,581779,101,101-21-000003</a>Providing Asphalting to 5th main gaadi muddanna road 6th 7th main Road and Surrounding Road in ward no 101 Kamakshipalya,022692 J C PRAKASH INFRASTR[phone removed],BR - 000002 / 12-May-2023CBR - / Rtgs - 003067 / 11-Jul-2025,5223429,4372187,851242
3391,581770,101,101-21-000002</a>Providing Asphalting to 3rd main road 4th main gopi School road Ashtagrama 2nd stage road 2nd main siddartha School Road in ward no 101 Kamakshipalya,022692 J C PRAKASH INFRASTR[phone removed],BR - 000001 / 12-May-2023CBR - / Rtgs - 003068 / 11-Jul-2025,5220391,4395109,825282
3392,667508,125,125-23-000001</a>Providing LED Lights with CCMS System in Govindaraja Nagar Constituency (Package-GRN-11),034890 SPECTRUM TOOL ENGINE[phone removed],BR - 000030 / 18-Jul-2024CBR - / Rtgs - 003077 / 11-Jul-2025,28071353,26514055,1557298
3393,581018,165,"165-22-000007</a>Maintainance of footpaths, drains and Re-asphalting of damaged roads in Ward jurisdiction in Ward No-165 Ganesha Mandira.",023168 S S CONSTRUCTIONS [phone removed],BR - 000009 / 20-Jun-2023CBR - / Rtgs - 003384 / 11-Jul-2025,1895679,1697717,197962
3394,668582,143,"143-23-000003</a>Comprehensive Development of roads, drains, parks, play grounds & buildings in chickpet assembly constituency (Package-08)",NIKSHEP INFRA PROJEC[phone removed],BR - 000042 / 16-Jul-2024CBR - / Rtgs - 003388 / 11-Jul-2025,7945200,7124639,820561
3395,646829,161,"161-23-000002</a>Comprehensive development of roads, drains, footpath, drilling of borewells and providing RO plants in Ward No. 161 and 183 under Chief Minister Amrutha Nagarothana Yojane. (Comprising of 11 Works in G.O. Sl. No. 57, 58, 59, 60, 61, 62, 70, 71, 72, 73 and 74) PACKAGE No. CMANY-PN-01.",TRIPURA INFRA[phone removed],BR - 000126 / 16-Mar-2024CBR - / Rtgs - 003390 / 11-Jul-2025,74961333,67295198,7666135
3396,649791,158,"158-20-000016</a>Comprehensive Development of Ambedkar Bhavana in ward no 158 and construction of Additional 2nd 3rd floor on existing Commercial complex in Chandra layout in ward no 132 Annexure- 6 Sl 10,9",RAJALAKSHMICONSTRUCTION[phone removed],BR - 000015 / 07-Jun-2024CBR - / Rtgs - 003391 / 11-Jul-2025,24374000,20548135,3825865
3397,584439,134,134-20-000021</a>Providing Cement Concrete roads in 2nd cross Mysore road Hosa Guddadahalli in ward no 134,PRADEEP BIRADAR[phone removed],BR - 000019 / 19-Jun-2023CBR - / Rtgs - 003393 / 11-Jul-2025,732500,590328,142172
3398,580416,63,063-22-000007</a>Improvement to cross roads at chikkabazar in Jayamahal ward No: 63,023818 ARVIND P [phone removed],BR - 000012 / 14-Jun-2023CBR - / Rtgs - 002933 / 14-Jul-2025,4979000,4672580,306420
3399,580986,46,046-20-000066</a>Improvements to r CC roads Drains and Providing Covering Slabs at 8th and 9th Cross Thimmaiah Garden and surrounding areas in ward no 46 JC Nagars,RAKESH M R[phone removed],BR - 000010 / 29-Apr-2023CBR - / Rtgs - 002934 / 14-Jul-2025,10474951,9448228,1026723
3400,422830,31,031-20-000011</a>Improvements to Roads in Anwar Layout 7th to 13th Crosses and Surrounding area in ward no 31 Kushalnagar,HANUMANTHAIAH[phone removed],BR - 000005 / 05-May-2021CBR - / Rtgs - 002940 / 14-Jul-2025,9594500,8810859,783641
3401,501491,28,"028-19-000018</a>Providing rain water harvesting in ward no. 28, Kammanahalli",GANESH M S[phone removed],BR - 000121 / 16-Feb-2022CBR - / Rtgs - 002941 / 14-Jul-2025,1718227,1624600,93627
3402,530839,59,059-20-000034</a>Providing Gym Equipments in BBMP Park and laying pipeline for supplying of Borewell water in ward no 59,GANESH M S[phone removed],BR - 000051 / 01-Aug-2022CBR - / Rtgs - 002942 / 14-Jul-2025,8979148,8463165,515983
3403,580223,91,091-23-000006</a>Upkeeping of roadside drains and culverts for Mansoon Preparedness at Veera Pillai Street & Surroundings in Bharathinagar Ward No. 91,023614 Mr MADHAVA NAIK G[phone removed],BR - 000006 / 03-May-2023CBR - / Rtgs - 002945 / 14-Jul-2025,885580,787630,97950
3404,580252,90,090-23-000003</a>Upkeeping of roadside drains and culverts for Mansoon Preparedness at M.V Garden & Surroundings in Halasuru Ward No. 90 ,023614 Mr MADHAVA NAIK G[phone removed],BR - 000008 / 03-May-2023CBR - / Rtgs - 002946 / 14-Jul-2025,879000,784800,94200
3405,607930,96,096-22-000004</a>Maintaince and Repairs of Anganawadi Building in Ward no 96,034208 VIJAY R[phone removed],BR - 000044 / 12-Oct-2023CBR - / Rtgs - 003084 / 14-Jul-2025,599977,537828,62149
3406,529851,68,"068-19-000146</a>Providing borewell, panel boards and trees and leaf cutting mechine and other wet weast in parks in ward No.68 ",Mr. H N .[phone removed],BR - 000069 / 07-Jul-2022CBR - / Rtgs - 003086 / 14-Jul-2025,879121,749343,129778
3407,548385,131,131-22-000006</a>Providing Drinking Water RO Plants and Other Development Works in ITI Layout 1st Stage in Ward No.131,023213 RAJESH B[phone removed],BR - 000105 / 12-Oct-2022CBR - / Rtgs - 003087 / 14-Jul-2025,976543,795084,181459
3408,561849,74,074-20-000029</a>Beautification and improvements to Rangamandira compound and other development works in ward no 74 Shakthiganapathinagar,NESHWARRAJU[phone removed],BR - 000320 / 20-Jan-2023CBR - / Rtgs - 003088 / 14-Jul-2025,7758129,6731094,1027035
3409,572565,45,045-20-000049</a> Emergency Works in ward no 45 Malleshwaram,CHIKKANNA [phone removed],BR - 000023 / 14-Jun-2023CBR - / Rtgs - 003089 / 14-Jul-2025,497244,451251,45993
3410,500616,77,077-21-000001</a>Providing R O plant in Dattatreya Temple ward 77,MARUTHI KUMAR G K [phone removed],BR - 000043 / 11-Feb-2022CBR - / Rtgs - 003090 / 14-Jul-2025,1975992,1693148,282844
3411,577592,158,"158-22-000004</a>Maintenance of Footpaths, Drains & Re-Asphalting of damaged roads in Ward Jurisdiction in Ward No.158",025157 VINAY K[phone removed],BR - 000090 / 28-Mar-2023CBR - / Rtgs - 003396 / 14-Jul-2025,1886724,1599579,287145
3412,577587,133,"133-22-000003</a>Maintenance of footpaths, drains & Re-asphalting of damaged roads in ward jurisdiction in Ward No.133",024205 R KUMARASWAMY[phone removed],BR - 000088 / 28-Mar-2023CBR - / Rtgs - 003397 / 14-Jul-2025,1615089,1369009,246080
3413,465285,157,157-20-000025</a>Construction of RCC retaining wall to Terotary storm water Drian at Mysore Road near Sattellite bustand Maszid in ward no 157,VENKATESH V[phone removed],BR - 000098 / 05-Oct-2021CBR - / Rtgs - 000438 / 15-Jul-2025,2717120,2331000,386120
3414,721922,3,003-22-000022</a>Annual maintenance and repairs of Street Lights in Ward No 3&4 Park Package Y-12 of Yelahanka Zone,UNITED ENGINEERS [phone removed],BR - 000037 / 12-May-2025CBR - / Rtgs - 001883 / 15-Jul-2025,156132,144109,12023
3415,721924,3,003-22-000022</a>Annual maintenance and repairs of Street Lights in Ward No 3&4 Park Package Y-12 of Yelahanka Zone,UNITED ENGINEERS [phone removed],BR - 000038 / 12-May-2025CBR - / Rtgs - 001884 / 15-Jul-2025,78066,71803,6263
3416,724442,9,009-22-000004</a>Annual Maintenance and repairs of street lights in ward no 09 Package Y -09 of Yelahanka Zone,SBES ELECTRICALS[phone removed],BR - 000040 / 17-May-2025CBR - / Rtgs - 001885 / 15-Jul-2025,337369,314289,23080
3417,724443,10,010-22-000003</a>Annual Maintenance and repairs of street lights in ward no 10 Package Y -10 of Yelahanka Zone,SBES ELECTRICALS[phone removed],BR - 000041 / 17-May-2025CBR - / Rtgs - 001886 / 15-Jul-2025,133815,124153,9662
3418,455017,5,005-20-000031</a>Consultancy Services for Project Management Consultancy for the work of Improvements of Parks and providing Children Play Equipments in Telecom Layout Surrounding in Ward No.05,TRANSHEIGHTCONSULTAN[phone removed],BR - 000090 / 27-Aug-2021CBR - / Rtgs - 001900 / 15-Jul-2025,254950,203955,50995
3419,455041,3,"003-20-000024</a>Consultancy Services for Project Management Consultancy for the work of Developmental works to Vivekananda Park , Providing Cobble stones and fixing children play equipment in Vishwanagar park in Ward No.03",TRANSHEIGHTCONSULTAN[phone removed],BR - 000091 / 27-Aug-2021CBR - / Rtgs - 001901 / 15-Jul-2025,148350,118515,29835
3420,455117,3,"003-20-000023</a>Consultancy Services for Project Management Consultancy for the work of Drilling of Borewells, Construction of toilets in Valmiki Park, Ambabhavani Park, Savarkar Park, Ananthapura Dobi Ghat and Government School Attur in Ward No.03",TRANSHEIGHTCONSULTAN[phone removed],BR - 000093 / 27-Aug-2021CBR - / Rtgs - 001902 / 15-Jul-2025,254760,203784,50976
